virus_genus,locus_name,MinimumAge,tax_class
proto,epv-proto.102-Tamandua,0,Mammalia
proto,epv-proto.107-Hydrochoerus,0,Mammalia
proto,epv-proto.125-Hydrochoerus,0,Mammalia
proto,epv-proto.127-Myocastor,0,Mammalia
proto,epv-proto.128-Capromys,0,Mammalia
proto,epv-proto.129-Dinomys,0,Mammalia
proto,epv-proto.130-Dinomys,0,Mammalia
proto,epv-proto.131-Ctenomys,0,Mammalia
proto,epv-proto.133-Dolichotis,0,Mammalia
proto,epv-proto.137-Hydrochoerus,0,Mammalia
proto,epv-proto.138-Hydrochoerus,0,Mammalia
proto,epv-proto.142-Cuniculus,0,Mammalia
proto,epv-proto.143-Cuniculus,0,Mammalia
proto,epv-proto.158-Diprotodontia,0,Mammalia
proto,epv-proto.160-Macropus,0,Mammalia
proto,epv-proto.162-Petauridae,0,Mammalia
proto,epv-proto.164-Macropus,0,Mammalia
proto,epv-proto.165-Dasyprocta,0,Mammalia
proto,epv-proto.167-diprodontia,0,Mammalia
proto,epv-proto.169-Geotrypetes,0,Amphibia
proto,epv-proto.170-Bettongia,0,Mammalia
proto,epv-proto.171-Gracilinanus_agilis,0,Mammalia
proto,epv-proto.172-Glaucomys,0,Mammalia
proto,epv-proto.173-Petaurus,0,Mammalia
proto,epv-proto.174-Dromiciops,0,Mammalia
proto,epv-proto.175-Chrysochloris,0,Mammalia
proto,epv-proto.178-Arvicola,0,Mammalia
proto,epv-proto.179-Dasyprocta,0,Mammalia
proto,epv-proto.180-Ranitomeya,0,Amphibia
proto,epv-proto.182-Dasyprocta,0,Mammalia
proto,epv-proto.183-Bettongia,0,Mammalia
proto,epv-proto.184-Dasyurus,0,Mammalia
proto,epv-proto.185-Bombina,0,Amphibia
proto,epv-proto.187-Dasyprocta_punctata,0,Mammalia
proto,epv-proto.188-Dasyprocta_punctata,0,Mammalia
proto,epv-proto.193-Dasyprocta,0,Mammalia
proto,epv-proto.196-Orycteropus,0,Mammalia
proto,epv-proto.198-Bombina,0,Amphibia
proto,epv-proto.2-Mus_spretus,0,Mammalia
proto,epv-proto.200-Monodelphis_domestica,0,Mammalia
proto,epv-proto.201-Petaurus_breviceps,0,Mammalia
proto,epv-proto.202-Dasyprocta,0,Mammalia
proto,epv-proto.203-Gracilinanus_agilis,0,Mammalia
proto,epv-proto.204-Bettongia,0,Mammalia
proto,epv-proto.220-Sphaerodactylus_townsendi,0,Reptile
proto,epv-proto.221-Graphiurus_murinus,0,Mammalia
proto,epv-proto.222-Orycteropus_afer,0,Mammalia
proto,epv-proto.223-Arvicola_amphibius,0,Mammalia
proto,epv-proto.224-Nannospalax_galili,0,Mammalia
proto,epv-proto.225-Hyaena_hyaena,0,Mammalia
proto,epv-proto.226-Echinops_telfairi,0,Mammalia
proto,epv-proto.227-Petaurus,0,Mammalia
proto,epv-proto.228-Dasyprocta,0,Mammalia
proto,epv-proto.229-Dasyprocta,0,Mammalia
proto,epv-proto.230-Bombina,0,Amphibia
proto,epv-proto.231-Bombina,0,Amphibia
proto,epv-proto.232-Bettongia,0,Mammalia
proto,epv-proto.233-Dromiciops,0,Mammalia
proto,epv-proto.236-Sarcophilus_harrisii,0,Mammalia
proto,epv-proto.237-Ctenomys_sociabilis,0,Mammalia
proto,epv-proto.238-Bettongia_penicillata,0,Mammalia
proto,epv-proto.240.Petaurus_breviceps,0,Mammalia
proto,epv-proto.241.Gymnobelideus,0,Mammalia
proto,epv-proto.3-Apodemus_sylvaticus,0,Mammalia
proto,epv-proto.4-Mus_spicelagus,0,Mammalia
